Station Name, Latitude, Longitude
MH 8 Dolok Sanggul Hub, 2.251991, 98.74857
MH 1 Sungai Pagu Hub, -1.25032, 100.88403
MH 2 Pasaman Hub, 0.096198, 99.82447
MH 2 Mandiangin Hub, -1.994545, 102.985571
MH 5 Pasar Muara Bungo Hub, -1.50111, 102.1015
MH 1 Muara Tembesi Hub, -1.727412, 103.133964
MH 3 Ujung Batu Hub, 0.709547, 100.534085
MH 2 Peranap Hub, -0.524779, 101.976861
MH 1 Kateman Hub, 0.29376, 103.605466
MH 1 Bengkalis Hub, 1.472241, 102.1177
MH 2 Blang Kejeren Hub, 3.991449, 97.34262
MH 2 Babussalam Hub, 3.474432, 97.819118
MH 3 Karang Baru Hub, 4.289345, 98.05129
Kelapa Kampit Hub, -2.692158, 108.065881
Tembilahan 2 Hub, -0.289459, 103.17095
Namang Hub, -2.321242, 106.197124
Jatiroto Hub, -8.120342, 113.355349
Service Point Banjarmasin Selatan, -3.34804, 114.619884
Service Point Puri, -7.537944, 112.444861
Cakung 2 DC, -6.173069, 106.945601
Bogor 2 DC, -6.533703, 106.82761
MH 2 Talang Ubi Hub, -3.29654, 103.850439
PT. Happy Momo Indonesia, -6.128887, 106.7881
Service Point Buduran, -7.433097, 112.702515
Service Point Karangdadap, -6.971523, 109.67743
Service Point Grogol, -7.621583, 110.804611
Service Point Tembalang, -7.065174, 110.440591
Service Point Ilir Timur I, -2.980317, 104.756966
Service Point Sako, -2.935407, 104.785455
Service Point Medan Johor, 3.532158, 98.690787
Service Point ​Panakkukang, -5.16231, 119.454091
Service Point Wonoayu, -7.434992, 112.596941
Service Point Medan Sunggal, 3.579722, 98.642925
Service Point Ngaliyan, -7.012015, 110.376669
Service Point Kudus Kota, -6.803593, 110.855742
Service Point Pondok Aren, -6.259859, 106.681039
Kedungwuni 3 First Mile Hub, -6.968861, 109.650395
Losari First Mile Hub, -6.906892, 108.769446
Nguter Hub, -7.71751, 110.862916
Pinggir Hub, 1.178149, 101.262379
Pulau Laut Barat Hub, -3.985224, 116.082091
Losari Hub, -6.906892, 108.769446
Tanon Hub, -7.393254, 110.919687
Gamping Hub, -7.796971, 110.33057
Talang Hub, -6.921031, 109.152074
Balikpapan Barat Hub, -1.234273, 116.817205
Kosambi 2 First Mile Hub, -6.079839, 106.691147
Medan Amplas DC, 3.538292, 98.726414
Tanon First Mile Hub, -7.393254, 110.919687
Sawit First Mile Hub, -7.535402, 110.690869
Andong Hub, -7.372934, 110.759758
Talang First Mile Hub, -6.921031, 109.152074
MH 3 Hulu Gurung Hub, 0.440593, 112.356876
MH 2 Hulu Gurung Hub, 0.440593, 112.356876
MH Tuminting Hub, 1.495189, 124.849556
MH Asembagus Hub, -7.98429, 114.393312
Panyileukan 4 First Mile Hub, -6.940088, 107.707308
WH Avia HLP, -6.263034, 106.888671
Rajeg 2 First Mile Hub, -6.130252, 106.484401
MH Ketapang Kalbar Hub, -1.839961, 109.969232
MH Kalukku 3 Hub, -2.448658, 119.136944
MH Kalukku Hub, -2.448658, 119.136944
Tambun Selatan 2 Hub, -6.240907, 107.078148
Dukuhturi First Mile Hub, -7.232139, 109.014389
Karangdadap 2 First Mile Hub, -6.971256, 109.680119
Pedan First Mile Hub, -7.703779, 110.698197
Kendawangan 2 Hub, -2.533306, 110.209389
Gamping First Mile Hub, -7.796971, 110.33057
Cipeundeuy Kab. Bandung Barat Hub, -6.727351, 107.380079
Gunung Kaler Hub, -6.105326, 106.404498
Sekernan Hub, -1.487133, 103.506018
Ngoro First Mile Hub, -7.644879, 112.237887
MH Kalukku 2 Hub, -2.448658, 119.136944
MH Sipora Utara Hub, -2.032358, 99.585367
MH Sengah Temila 2 Hub, 0.326112, 109.673034
Muara Kaman Hub, -0.197626, 116.884333
Tanjung Sakti Pumi Hub, -4.131333, 103.039
Bolo Hub, -8.507428, 118.624292
Purwokerto Barat Hub, -7.418511, 109.225665
Ngemplak First Mile Hub, -7.71176, 110.448868
Wanadadi Hub, -7.365243, 109.64126
Seulimeum Hub, 5.369165, 95.564441
Tapos 2 Hub, -6.407346, 106.890459
Margorejo First Mile Hub, -6.758065, 111.014397
Pulau Beringin Hub, -4.51029, 103.70554
Terbanggi Besar 2 Hub, -4.935754, 105.209484
ASM, -6.143564, 106.880653
Sparepart Fleet, -6.143564, 106.880653
MH Nanga Tayap 2 Hub, -1.534029, 110.567102
MH Parindu Hub, 0.197064, 110.446911
MH Nanga Tayap Hub, -1.534029, 110.567102
MH 2 Towuti Hub, -2.646, 121.393889
MH Arjosari 3 Hub, -8.124318, 111.155005
MH Arjosari 2 Hub, -8.124318, 111.155005
MH Tapung Hub, 0.659975, 101.209986
MH 1 Jelai Hulu Hub, -2.009133, 110.75165
MH Babat Supat 2 Hub, -2.762329, 104.07648
MH Pendopo Hub, -3.759505, 102.986736
Ngawen First Mile Hub, -7.001417, 111.313556
Lembor Hub, -8.710904, 120.166808
Kerek First Mile Hub, -6.956417, 111.864056
Jumo First Mile Hub, -7.236941, 110.122336
Parakan First Mile Hub, -7.285639, 110.092222
Baguala 2 Hub, -3.625444, 128.244974
Randublatung First Mile Hub, -7.201573, 111.39186
Kabuh First Mile Hub, -7.401333, 112.215556
Tanjung Raja Hub, -3.347255, 104.772798
Muara Lawa Hub, -0.468574, 115.756989
Gunung Talang Hub, -0.87954, 100.641975
Kuta Makmur Hub, 5.110416, 97.082897
Bengkunat Hub, -5.520389, 104.261778
Muara Uya Hub, -1.994917, 115.592639
Widodaren Hub, -7.401537, 111.223525
Tanjung Pandan 2 Hub, -2.749518, 107.692521
Kembangbahu First Mile Hub, -7.257638, 112.362251
Pecangaan First Mile Hub, -6.678722, 110.709722
Kedungjati Hub, -7.110361, 110.651917
Kedungjati First Mile Hub, -7.110361, 110.651917
Sawoo Hub, -7.959218, 111.493931
MH Sipirok Hub, 1.601671, 99.273173
Tersono Hub, -7.027944, 109.965
Tambak Adi First Mile Hub, -7.24109, 112.755214
Toili Hub, -1.457994, 122.333165
Hero Lange Lange Hub, -5.396789, 120.362619
Dua Boccoe Hub, -4.291719, 120.242574
Koto Kampar Hulu Hub, 0.301705, 100.598615
Taraju Hub, -7.452489, 108.00929
MH Babussalam Hub, 3.474432, 97.819118
MH Tempe 5 Hub, -4.122613, 120.032698
MH Tahunan Hub, -6.611319, 110.664881
MH Soe 8 Hub, -9.861021, 124.27051
MH Larantuka Hub, -8.329201, 123.001988
MH Atambua Kota 5 Hub, -9.107663, 124.897906
MH Atambua Kota 4 Hub, -9.107663, 124.897906
MH Atambua Kota 3 Hub, -9.107663, 124.897906
MH Atambua Kota 2 Hub, -9.107663, 124.897906
MH Atambua Kota Hub, -9.107663, 124.897906
MH Alok 3 Hub, -8.619444, 122.202321
MH Tanjung Enim Hub, -3.769101, 103.801996
MH 5 Sako Hub, -2.916695, 104.769621
MH Tebing Tinggi Jambi 4 Hub, -1.018338, 103.081719
MH Tanjung Pinang Barat Hub, 0.928138, 104.420366
MH Tanjung Jabung Timur 4 Hub, -1.219101, 103.81583
MH Tabir 4 Hub, -1.812547, 102.364296
MH Sinembah Tanjung Muda Hilir Hub, 3.385034, 98.718393
MH Sidikalang Hub, 2.734772, 98.336148
MH Rupat Hub, 1.670919, 101.445542
MH Porsea 2 Hub, 2.460902, 99.148383
MH Porsea Hub, 2.460902, 99.148383
MH Halongonan 2 Hub, 1.588181, 99.823011
MH Halongonan Hub, 1.588181, 99.823011
MH Barumun 3 Hub, 1.051352, 99.733957
MH Barumun 2 Hub, 1.051352, 99.733957
MH Samofa Hub, -1.175908, 136.091138
MH Kolaka 3 Hub, -4.077846, 121.631571
MH 2 Tenggarong Hub, -0.451176, 116.99769
MH 3 Tanjung Redeb Hub, 2.147919, 117.46407
MH Sangkulirang 3 Hub, 0.997515, 117.973711
MH Nunukan 3 Hub, 4.25699, 117.338143
MH Malinau Kota 5 Hub, 3.58783, 116.629241
MH Malinau Kota 4 Hub, 3.58783, 116.629241
MH Katingan Tengah Hub, -1.436601, 113.100273
MH Jekan Raya Hub, -1.618427, 113.932237
MH Bulik 5 Hub, -2.185483, 111.448584
MH Bulik 4 Hub, -2.185483, 111.448584
MH Bulik 3 Hub, -2.185483, 111.448584
MH Sintang Hub, -0.027838, 111.457136
MH Sekayam 3 Hub, 0.823833, 110.427972
MH Sekayam 2 Hub, 0.823833, 110.427972
MH Sorong Utara 2 Hub, -0.88139, 131.302986
MH Sorong Utara Hub, -0.88139, 131.302986
MH Weda 2 Hub, 0.327243, 127.874924
MH Weda Hub, 0.327243, 127.874924
MH Ternate Selatan Hub, 0.76807, 127.372461
MH Pagimana 4 Hub, -0.796445, 122.657343
MH Pagimana 3 Hub, -0.796445, 122.657343
MH Luwuk 6 Hub, -0.976414, 122.785765
Virtual Semarang 2 DC, -6.953498, 110.448741
GH Destinasi, -1.2445, 116.9352
GH Origin, -6.214025, 106.463554
WH PBI Surabaya, -7.245741, 112.691963
Paranginan DC, 2.287721, 98.961986
Sidoarjo DC, -7.361315, 112.681811
RA Vendor, -6.3953, 107.1728
Transit Point Bogor DC, -6.533781, 106.828148
Transit Point Neglasari DC, -6.152205, 106.637338
Warehouse Lionel Express, -6.125181, 106.665148
Transit Point Sunter DC, -6.132848, 106.879722
WH SMI Surabaya, -7.220182, 112.73361
WH DHS Surabaya, -7.372283, 112.767812
WH RA Gatrans Kab. Tangerang, -6.12504, 106.665185
Bekasi 2 DC, -6.196874, 106.977135
WH CKL Surabaya 2 Romokalisari, -7.195605, 112.642711
WH RA BST Kab. Tangerang, -6.124265, 106.668995
WH ESP Surabaya, -7.371894, 112.764072
Kosambi 2 DC, -6.094429, 106.674891
Virtual Cakung 5 DC, -6.189042, 106.941112
WH Avatar, -6.125661, 106.664826
Cinambo DC, -6.931662, 107.69334
Ngawi 2 DC, -7.485107, 111.428604
Transit Point Kalideres DC, -6.152381, 106.70264
Balikpapan Barat DC, -1.175899, 116.846881
Cakung 5 DC, -6.189042, 106.941112
Transit Point Neglasari 2 DC, -6.152178, 106.637351
Virtual Bekasi DC, -6.198416, 106.976762
SBS Palembang DC, -2.845282, 104.734809
WH AB Cargo Surabaya, -7.443565, 112.753334
Mataram 2 DC, -8.633055, 116.124988
Transit Point Sunter 2 DC, -6.132917, 106.879653
Medan Labuhan DC, 3.660559, 98.700025
Virtual Sunter 2 DC, -6.132086, 106.879822
WH SMI, -6.109371, 106.900865
Surabaya RDC, -7.243738, 112.690845
DM Cirebon DC, -6.741006, 108.558453
SBS Pekanbaru DC, 0.495724, 101.364351
Sidoarjo 2 DC, -7.384131, 112.604879
Ketapang Kalbar DC, -1.794426, 109.958411
Maros DC, -5.043207, 119.502996
Daily Rent, -7.615162, 110.735293
Transit Point Bekasi DC, -6.197401, 106.977427
Tanah Pinem Hub, 2.974528, 98.159611
Biringkanaya 2 Hub, -5.097924, 119.502669
MH Surade 2 Hub, -7.319146, 106.583942
MH Surade Hub, -7.319146, 106.583942
MH Sukanagara 2 Hub, -7.092471, 107.134407
MH Sukanagara Hub, -7.092471, 107.134407
MH Purabaya Hub, -7.109705, 106.877371
MH Pangalengan Hub, -7.29707, 107.507348
MH Nusaherang 2 Hub, -7.01199, 108.4329
MH Nusaherang Hub, -7.01199, 108.4329
MH Manonjaya Hub, -7.35067, 108.3062
MH Luragung Hub, -6.999888, 108.580123
MH Kawali 3 Hub, -7.1685, 108.366
MH Kawali 2 Hub, -7.1685, 108.366
MH Kawali Hub, -7.1685, 108.366
MH Karangnunggal 2 Hub, -7.6034, 108.156
MH Karangnunggal Hub, -7.6034, 108.156
MH Jampang Kulon Hub, -7.273558, 106.62389
MH Cibinong Cianjur 3 Hub, -7.2675, 107.122738
MH Cibinong Cianjur 2 Hub, -7.2675, 107.122738
MH Cibinong Cianjur Hub, -7.2675, 107.122738
MH Bungbulang 3 Hub, -7.457958, 107.598376
MH Bungbulang 2 Hub, -7.457958, 107.598376
MH Bungbulang Hub, -7.457958, 107.598376
MH Wanayasa Hub, -7.251275, 109.748592
MH Temanggung Hub, -6.22416, 106.8057
MH Simo 2 Hub, -7.43837, 110.6686
MH Simo Hub, -7.43837, 110.6686
MH Purwodadi Hub, -7.07063, 110.8809
MH Matesih Hub, -7.668782, 111.121949
MH Karanganyar Pekalongan Hub, -7.027029, 109.619294
MH Kajen Hub, -7.03266, 109.593964
MH Godong Hub, -7.198055, 110.759717
MH Comal Hub, -6.902384, 109.513717
MH Cepogo Hub, -7.51617, 110.532039
MH Bojong Hub, -6.943033, 109.607943
MH Bawang Hub, -7.400466, 109.653873
MH Bantarsari Hub, -7.531759, 108.862677
MH Tutur Hub, -7.890323, 112.815951
MH Trenggalek Hub, -8.049126, 111.714727
MH Pakusari Hub, -8.171841, 113.793465
MH Pacitan Hub, -8.17895, 111.1143
MH Ngrambe Hub, -7.512946, 111.199006
MH Ngadirojo Hub, -8.253224, 111.304204
MH Bondowoso Hub, -7.93245, 113.812
MH Binangun Hub, -8.202556, 112.334907
MH Batu Hub, -7.84337, 112.4606
MH Bangorejo Hub, -8.48864, 114.1765
MH Arjosari Hub, -8.124318, 111.155005
MH Ambulu Hub, -8.34059, 113.5617
MH Cibaliung 2 Hub, -6.718896, 105.706204
MH Cibaliung Hub, -6.718896, 105.706204
MH Wolowaru 5 Hub, -8.782817, 121.885784
MH Wolowaru 4 Hub, -8.782817, 121.885784
MH Wolowaru 3 Hub, -8.782817, 121.885784
MH Wolowaru 2 Hub, -8.782817, 121.885784
MH Wolowaru Hub, -8.782817, 121.885784
MH Woha Hub, -8.570849, 118.697683
MH Teluk Mutiara 5 Hub, -8.179873, 124.761279
MH Teluk Mutiara 4 Hub, -8.219603, 124.540987
MH Teluk Mutiara 3 Hub, -8.219603, 124.540987
MH Teluk Mutiara 2 Hub, -8.26775, 124.4081
MH Teluk Mutiara Hub, -8.254006, 124.528633
MH Taliwang 2 Hub, -8.76182, 116.8196
MH Taliwang Hub, -8.76182, 116.8196
MH Sumbawa 2 Hub, -8.49478, 117.4206
MH Sumbawa Hub, -8.49478, 117.4206
MH Soe 10 Hub, -9.861021, 124.27051
MH Soe 9 Hub, -9.861021, 124.27051
MH Soe 5 Hub, -9.861021, 124.27051
MH Soe 7 Hub, -9.861021, 124.27051
MH Soe 6 Hub, -9.861021, 124.27051
MH Soe 4 Hub, -9.861021, 124.27051
MH Soe 3 Hub, -9.861021, 124.27051
MH Soe 2 Hub, -9.861021, 124.27051
MH Soe Hub, -9.861021, 124.27051
MH Sakra Barat Hub, -8.716017, 116.464913
MH Plampang 3 Hub, -8.795342, 117.783905
MH Plampang 2 Hub, -8.795342, 117.783905
MH Plampang Hub, -8.795342, 117.783905
MH 4 Palibelo Hub, -8.55014, 118.694984
MH 3 Palibelo Hub, -8.55014, 118.694984
MH 2 Palibelo Hub, -8.55014, 118.694984
MH 1 Palibelo Hub, -8.55014, 118.694984
MH Pajo Hub, -8.61176, 118.491313
MH Oebobo Hub, -10.167028, 123.60277
MH Nubatukan Hub, -8.371185, 123.419225
MH 1 Mpunda Hub, -8.340585, 118.92431
MH Menggelewa 5 Hub, -8.370589, 118.281232
MH Menggelewa 4 Hub, -8.516821, 118.307476
MH Menggelewa 3 Hub, -8.516821, 118.307476
MH Menggelewa 2 Hub, -8.516821, 118.307476
MH Menggelewa Hub, -8.516821, 118.307476
MH Maulafa 3 Hub, -10.190864, 123.673883
MH Maulafa 2 Hub, -10.185973, 123.6126
MH Maulafa Hub, -10.269965, 123.673015
MH Malaka Tengah 5 Hub, -9.535262, 124.923814
MH Malaka Tengah 4 Hub, -9.535262, 124.923814
MH Malaka Tengah 3 Hub, -9.535262, 124.923814
MH Malaka Tengah 2 Hub, -9.535262, 124.923814
MH Malaka Tengah Hub, -9.535262, 124.923814
MH Loura (Laura) 8 Hub, -9.411793, 119.226908
MH Loura (Laura) 7 Hub, -9.411793, 119.226908
MH Loura (Laura) 6 Hub, -9.411793, 119.226908
MH Loura (Laura) 5 Hub, -9.411793, 119.226908
MH Loura (Laura) 4 Hub, -9.411793, 119.226908
MH Loura (Laura) 3 Hub, -9.411793, 119.226908
MH Loura (Laura) 2 Hub, -9.411793, 119.226908
MH Loura (Laura) Hub, -9.411793, 119.226908
MH 1 Loli Hub, -9.639576, 119.408329
MH Lobalain 2 Hub, -10.773333, 123.030932
MH Lobalain Hub, -10.773333, 123.030932
MH Langke Rembong 3 Hub, -8.587036, 120.437015
MH Langke Rembong 2 Hub, -8.587036, 120.437015
MH Langke Rembong Hub, -8.587036, 120.437015
MH Labuhan Bajo Hub, -8.486337, 119.898948
MH Labuhan Badas Hub, -8.477294, 117.392143
MH Kupang Timur 3 Hub, -10.105302, 123.793291
MH Kota Kefamenanu 5 Hub, -9.463604, 124.480318
MH Kota Kefamenanu 4 Hub, -9.463604, 124.480318
MH Kota Kefamenanu 3 Hub, -9.463604, 124.480318
MH Kota Kefamenanu 2 Hub, -9.463604, 124.480318
MH Kota Kefamenanu Hub, -9.369522, 124.038377
MH Katikutana Hub, -9.591977, 119.563217
MH Gianyar Hub, -8.548315, 115.310752
MH Ende Tengah 3 Hub, -8.8447, 121.656821
MH Ende Tengah 2 Hub, -8.8447, 121.656821
MH Ende Tengah Hub, -8.8447, 121.656821
MH Dompu Hub, -8.436414, 118.583367
MH Borong 3 Hub, -8.813367, 120.606253
MH Borong 2 Hub, -8.813367, 120.606253
MH Borong Hub, -8.813367, 120.606253
MH Bajawa 7 Hub, -8.788176, 120.9699
MH Bajawa 6 Hub, -8.788176, 120.9699
MH Bajawa 5 Hub, -8.788176, 120.9699
MH Bajawa 4 Hub, -8.788176, 120.9699
MH Bajawa 3 Hub, -8.788176, 120.9699
MH Bajawa 2 Hub, -8.788176, 120.9699
MH Bajawa Hub, -8.788176, 120.9699
MH Alok 2 Hub, -8.619444, 122.202321
MH Alok Hub, -8.619444, 122.202321
MH 1 Aikmel Hub, -8.598477, 116.548488
MH 4 Aesesa Hub, -8.565073, 121.274121
MH 3 Aesesa Hub, -8.565073, 121.274121
MH 2 Aesesa Hub, -8.565073, 121.274121
MH 1 Aesesa Hub, -8.565073, 121.274121
MH Tebing Tinggi Hub, -3.59563, 103.08772
MH Tanjung Pandan 2 Hub, -2.736718, 107.627177
MH Tanjung Pandan Hub, -2.736718, 107.627177
MH Talang Ubi Hub, -3.296291, 103.85046
MH Sungkai Utara Hub, -4.769984, 104.845672
MH Sungai Lilin Hub, -2.596205, 104.11106
MH Sukajadi Baturaja Timur 2 Hub, -4.106392, 104.167313
MH Sukajadi Baturaja Timur Hub, -4.106392, 104.167313
MH Sirah Pulau Padang 3 Hub, -3.257684, 104.89259
MH Sirah Pulau Padang 2 Hub, -3.257684, 104.89259
MH Sirah Pulau Padang Hub, -3.257684, 104.89259
MH Sekincau 3 Hub, -5.055651, 104.310042
MH Sekincau 2 Hub, -5.055651, 104.310042
MH Sekincau Hub, -5.055651, 104.310042
MH 4 Sako Hub, -2.916695, 104.769621
MH 3 Sako Hub, -2.916695, 104.769621
MH 2 Sako Hub, -2.916695, 104.769621
MH 1 Sako Hub, -2.916695, 104.769621
MH Plaju Hub, -3.063941, 104.867847
MH Pesisir Tengah 3 Hub, -5.183939, 103.935961
MH Pesisir Tengah 2 Hub, -5.183939, 103.935961
MH Pesisir Tengah Hub, -5.183939, 103.935961
MH Pakuan Ratu Hub, -4.533934, 104.703224
MH Pagar Alam 3 Hub, -4.153124, 103.073256
MH Pagar Alam 2 Hub, -3.964526, 103.263133
MH Pagar Alam Hub, -3.946752, 103.192305
MH Musi Rawas Hub, -3.184157, 102.956507
MH 2 Pulau Beringin Hub, -4.48557, 103.51859
MH 1 Pulau Beringin Hub, -4.45125, 103.56233
MH Muara Dua 3 Hub, -4.550532, 103.921331
MH Makale Utara 3 Hub, -3.161127, 119.767137
MH Makale Utara 2 Hub, -3.042839, 119.823666
MH Dusun Timur 3 Hub, -2.10822, 115.16311
MH Dusun Timur 2 Hub, -2.10822, 115.16311
MH Dusun Timur Hub, -2.10822, 115.16311
MH Bontang Hub, -0.090643, 117.409502
MH Muara Dua 2 Hub, -4.51757, 104.0709
MH Muara Dua Hub, -4.51757, 104.0709
MH Muara Beliti Hub, -3.257066, 102.989852
MH Muara Bangkahulu Hub, -3.63697, 102.376034
MH 1 Martapura Hub, -4.2986, 104.3351
MH Manggar 2 Hub, -2.88096, 108.2423
MH Manggar Hub, -2.88096, 108.2423
MH Lahat Hub, -3.75176, 103.5564
MH Kota Manna 2 Hub, -4.246467, 102.811491
MH 1 Kota Manna Hub, -4.46205, 102.9182
MH 1 Kota Curup Hub, -3.170097, 102.283883
MH Kota Argamakmur Hub, -3.43377, 102.1925
MH Koba 3 Hub, -2.80714, 106.173063
MH Koba 2 Hub, -2.620692, 106.151485
MH Ketahun Hub, -3.312157, 101.86066
MH Kayu Agung 2 Hub, -3.39523, 104.8316
MH Kayu Agung Hub, -3.39523, 104.8316
MH Kaur Selatan 2 Hub, -4.795442, 103.351004
MH Kaur Selatan Hub, -4.795442, 103.351004
MH Gelumbang 2 Hub, -3.24603, 104.4329
MH Gelumbang Hub, -3.24603, 104.4329
MH Gedong Tataan Hub, -5.375219, 105.086929
MH Gabek Hub, -2.107622, 106.085247
MH Dabuk Rejo Hub, -3.963936, 104.98588
MH Bukit Intan Hub, -2.144278, 106.145821
MH Buay Madang Hub, -4.221545, 104.457773
MH Bengkulu 2 Hub, -3.87876, 102.3479
MH Bengkulu Hub, -3.87876, 102.3479
MH Belinyu Hub, -1.64302, 105.7979
MH Banyuasin 2 Hub, -2.918862, 104.422037
MH Banyuasin Hub, -2.918862, 104.422037
MH Banding Agung Hub, -4.78378, 103.952
MH Babat Supat Hub, -2.762329, 104.07648
MH Air Kumbang 3 Hub, -2.943436, 104.974146
MH Air Kumbang 2 Hub, -2.609016, 105.213806
MH Air Kumbang Hub, -2.943436, 104.974146
MH Ujung Tanjung Hub, 1.625444, 101.031942
MH Ujung Batu 2 Hub, 0.709631, 100.534005
MH Ujung Batu Hub, 0.709631, 100.534005
MH Tualang Hub, 0.676844, 101.592
MH 3 Tembilahan Hub, -0.31985, 103.1527
MH 2 Tembilahan Hub, -0.31985, 103.1527
MH 1 Tembilahan Hub, -0.31985, 103.1527
MH Teluk Dalam 2 Hub, 0.562113, 97.820339
MH Teluk Dalam Hub, 0.562113, 97.820339
MH Tebo Ilir 2 Hub, -1.676796, 102.49878
MH 1 Tebo Ilir Hub, -1.532481, 102.708455
MH Tebing Tinggi Riau 3 Hub, 1.01061, 102.707471
MH Tebing Tinggi Riau 2 Hub, 1.01061, 102.707471
MH Tebing Tinggi Riau Hub, 1.01061, 102.707471
MH Tebing Tinggi Jambi 3 Hub, -1.01185, 103.0775
MH Tebing Tinggi Jambi 2 Hub, -1.01185, 103.0775
MH Tebing Tinggi Jambi Hub, -1.01185, 103.0775
MH Tarutung 3 Hub, 2.021631, 98.9777
MH Tarutung 2 Hub, 2.021631, 98.9777
MH Tarutung Hub, 2.021631, 98.9777
MH Tapak Tuan Hub, 3.172859, 97.287582
Biringkanaya 2 First Mile Hub, -5.097924, 119.502669
Genuk First Mile Hub, -6.980869, 110.472089
MH Tanjung Jabung Timur 3 Hub, -1.24558, 103.8168
MH Tanjung Jabung Timur 2 Hub, -1.213333, 103.79605
MH Tanjung Jabung Timur Hub, -1.24558, 103.8168
MH 1 Tanjung Jabung Barat Hub, -0.82359, 103.4612
MH Tanah Sepenggal Lintas 3 Hub, -1.398819, 102.027081
MH Tanah Sepenggal Lintas 2 Hub, -1.398819, 102.027081
MH Tanah Sepenggal Lintas Hub, -1.398819, 102.027081
MH Tanah Merah Hub, -0.359312, 102.314893
MH Tanah Jawa Hub, 2.878452, 99.12196
MH Tabir 2 Hub, -1.864685, 102.292973
MH Tabir Hub, -1.864685, 102.292973
MH Sinunukan Hub, 0.466222, 99.267044
MH Singkut 2 Hub, 0.497632, 101.394331
MH Singkut Hub, 0.497632, 101.394331
MH Singingi Hub, -0.3902, 101.3469
MH Simpang Empat Hub, 2.821709, 99.622112
MH Simeulue Timur 2 Hub, 2.452575, 96.37846
MH Simeulue Timur Hub, 2.452575, 96.37846
MH Sijunjung Hub, -0.65236, 100.913
MH Siborong - Borong Hub, 2.185746, 98.966442
MH Siak 3 Hub, 0.801453, 102.0537
MH Siak 2 Hub, 1.199964, 102.085294
MH 1 Siak Hub, 0.801453, 102.0537
MH Setia Hub, 3.703031, 96.872892
MH Seberida Hub, -0.562392, 102.409479
MH Sarolangun Hub, -2.30369, 102.7003
MH Sangir 2 Hub, -1.54541, 101.247983
MH Sangir Hub, -1.54541, 101.247983
MH Salapian 2 Hub, 3.477169, 98.298593
MH Salapian Hub, 3.477169, 98.298593
MH Rimbo Bujang 3 Hub, -1.30573, 102.1096
MH Rimbo Bujang Hub, -1.30573, 102.1096
MH Rao 2 Hub, 0.559562, 100.020234
MH Rao Hub, 0.559562, 100.020234
MH Rantau Utara Hub, 2.087714, 99.82572
MH Rambah 2 Hub, 0.882044, 100.2971
MH Rambah Hub, 0.883464, 99.997022
MH Punjung 2 Hub, -0.986381, 101.544048
MH Punjung Hub, -0.986381, 101.544048
MH 2 Madidir Hub, 1.431574, 125.20363
MH Penyengat Rendah Hub, -1.587843, 103.555138
MH 3 Pasar Muara Bungo Hub, -1.50111, 102.1015
MH 2 Pasar Muara Bungo Hub, -1.50111, 102.1015
MH Pasaman Hub, 0.096198, 99.82447
MH Pangururan 5 Hub, 2.638865, 98.690156
MH Pangururan 4 Hub, 2.638865, 98.690156
MH Pangururan 3 Hub, 2.638865, 98.690156
MH Pangururan 2 Hub, 2.638865, 98.690156
MH Pangururan Hub, 2.638865, 98.690156
MH Pangkalan Kuras 3 Hub, 0.123584, 102.0661
MH Pangkalan Kuras 2 Hub, 0.123584, 102.0661
MH Pangkalan Kuras Hub, 0.123584, 102.0661
MH Pangkalan Koto Hub, 0.089341, 100.723469
MH 2 Pangkalan Kerinci Hub, 0.367408, 101.8771
MH 1 Pangkalan Kerinci Hub, 0.367408, 101.8771
MH Panai Hulu Hub, 2.460553, 100.152548
MH Painan Hub, -1.34175, 100.5834
MH Pahae Jae Hub, 1.845795, 99.049218
MH Padang Sidempuan 2 Hub, 1.373929, 99.2771
MH Padang Sidempuan Hub, 1.497018, 99.332759
MH Padang Bolak Hub, 1.401582, 99.776788
MH Natal 3 Hub, 0.579273, 99.10945
MH Natal 2 Hub, 0.579273, 99.10945
MH Natal Hub, 0.579273, 99.10945
MH Na IX-X 2 Hub, -2.294778, 99.748333
MH Na IX-X Hub, -2.294778, 99.748333
MH Muara Sipongi Hub, 0.648928, 99.740617
MH Mersam Hub, -1.668382, 103.00889
MH Mandrehe Hub, 0.938194, 97.599344
MH Kuantan Tengah 5 Hub, -0.529138, 101.555308
MH Kuantan Tengah 4 Hub, -0.529138, 101.555308
MH Kuantan Tengah 3 Hub, -0.529138, 101.555308
MH Kuantan Tengah 2 Hub, -0.529138, 101.555308
MH Kuantan Tengah Hub, -0.529138, 101.555308
MH Mandiangin Hub, -2.014589, 102.988889
MH Mandau 2 Hub, 1.378439, 101.016756
MH Mandau Hub, 1.267732, 101.1928
MH Lubuk Sikaping Hub, 0.132743, 100.169
MH Lubuk Basung Hub, -0.3141, 100.0342
MH Lubuk Alung Hub, -0.6792, 100.2894
MH 1 Lotu Hub, 1.387855, 97.38271
MH Lingga 2 Hub, -0.226795, 104.59783
MH Lingga Hub, -0.226795, 104.59783
MH Lhoksukon 2 Hub, 5.039636, 97.318096
MH Lembah Masurai Hub, -2.372323, 101.997515
MH Lembah Gumanti 2 Hub, -1.0791, 100.78545
MH Lembah Gumanti Hub, -1.0791, 100.78545
MH Langsa Kota Hub, 4.551852, 97.910103
MH Kumpeh Ulu 2 Hub, -1.56662, 103.67631
