Station Name, Latitude, Longitude
Laung Tuhup Hub, -0.610854, 114.73598
Labuhan Ratu Hub, -5.097954, 105.661777
Kutuh 2 Hub, -6.223898, 106.831235
Kurun 3 Hub, -1.126288, 113.852673
Kosambi 28 First Mile Hub, -6.223898, 106.831235
Kopo Hub, -6.301291, 106.386645
Kopo First Mile Hub, -6.301291, 106.386645
Kilo Hub, -6.223898, 106.831235
Kembangan 7 Hub, -6.200688, 106.755556
Kelumpang Tengah Hub, -6.223898, 106.831235
Kebon Jeruk 16 First Mile Hub, -6.223898, 106.831235
Karawaci 8 First Mile Hub, -6.223898, 106.831235
Kampar Hub, 0.345979, 101.112537
Kalideres 15 First Mile Hub, -6.223898, 106.831235
Jayapura Utara Hub, -6.223898, 106.831235
Jatiuwung 5 First Mile Hub, -6.223898, 106.831235
Jatiasih 8 Hub, -6.291362, 106.95592
Kebon Jeruk 21 Hub, -6.176839, 106.769705
Jagakarsa 7 Hub, -6.223898, 106.831235
Iv Koto Aur Malintang Hub, -0.343361, 100.073833
Ilir Barat I 3 Hub, -2.964912, 104.711244
Hamparan Rawang Hub, -2.04107, 101.406344
Gunung Sindur 3 First Mile Hub, -6.223898, 106.831235
Grogol Petamburan 9 Hub, -6.168945, 106.784384
Grogol Petamburan 8 Hub, -6.161692, 106.79184
Grogol Petamburan 7 First Mile Hub, -6.163952, 106.784165
Gedangan 7 Hub, -6.223898, 106.831235
Gedangan 6 Hub, -7.387099, 112.739133
Gambir 9 First Mile Hub, -6.223898, 106.831235
Gambir 12 First Mile Hub, -6.223898, 106.831235
Duren Sawit 4 First Mile Hub, -6.223898, 106.831235
Dua Pitue 2 Hub, -6.223898, 106.831235
Denpasar Timur 3 Hub, -6.223898, 106.831235
Dayun Hub, 0.639249, 101.945772
Cilograng Hub, -6.929101, 106.374537
Cikupa 9 First Mile Hub, -6.223898, 106.831235
Cikancung 4 First Mile Hub, -6.223898, 106.831235
Cikancung 3 First Mile Hub, -6.223898, 106.831235
Cicalengka 3 First Mile Hub, -6.223898, 106.831235
Cibogo Hub, -6.558301, 107.800168
Cibogo First Mile Hub, -6.558301, 107.800168
Cibinong Bogor 2 Hub, -6.223898, 106.831235
Cibinong Bogor 2 First Mile Hub, -6.223898, 106.831235
Nagrak Sukabumi Hub, -6.883386, 106.802287
Cengkareng 26 Hub, -6.223898, 106.831235
Bungku Barat 3 Hub, -6.223898, 106.831235
Buahbatu 3 First Mile Hub, -6.223898, 106.831235
Binjai 2 Hub, 3.618646, 98.518438
Binjai 2 First Mile Hub, 3.618646, 98.518438
Biduk-Biduk Hub, 1.227444, 118.733
Bengkong 2 Hub, 1.159611, 104.01872
Benai Hub, -0.491974, 101.628317
Bekasi Timur 10 First Mile Hub, -6.223898, 106.831235
Bekasi Barat 3 First Mile Hub, -6.232503, 106.963452
Batang Anai Hub, -0.786797, 100.30784
Batahan Hub, 0.398809, 99.145417
Balikpapan Tengah Hub, -1.265794, 116.848269
Bakauheni Hub, -5.862343, 105.756102
Bangko Pusaka (Pusako) 3 Hub, -6.223898, 106.831235
Babelan 5 Hub, -6.154945, 107.040421
Babakan Ciparay 4 First Mile Hub, -6.942632, 107.584155
Awayan Hub, -2.43714, 115.525578
Antapani 3 First Mile Hub, -6.223898, 106.831235
Ampana Tete Hub, -0.922694, 121.671528
Ambarawa 3 Hub, -6.223898, 106.831235
Akabiluru Hub, -0.265007, 100.557402
Air Batu Hub, -6.223898, 106.831235
Air Batu 2 Hub, -6.223898, 106.831235
Simpang Hub, -4.448222, 104.190194
Huta Raja Tinggi Hub, 1.063111, 100.065833
Binjai Hulu 3 Hub, 0.202194, 111.486782
Bandar Pulau 2 Hub, 2.672861, 99.510944
Weru First Mile Hub, -6.717846, 108.4989
Tomo Hub, -6.764956, 108.127156
Tangaran Hub, 1.540944, 109.168111
Tambusai 2 Hub, 1.091412, 100.287064
Pasir Limau Kapas Hub, 2.471642, 100.307933
Nanggalo Hub, -0.897331, 100.381957
Leuwisari Hub, -7.323115, 108.102514
Leuwisari First Mile Hub, -7.323115, 108.102514
Betara 2 Hub, -1.114476, 103.394458
Ciamis 2 Hub, -7.3245, 108.358111
Ciamis 2 First Mile Hub, -7.3245, 108.358111
SPX Express Seller RAISACLINK05, -7.791188, 112.042619
MH 2 Kuala Behe Hub, 0.591056, 109.620808
MH 1 Kuala Behe Hub, 0.591056, 109.620808
MH 1 Bunut Hub, 0.284578, 102.183683
MH 1 Pelangiran Hub, 0.175452, 103.24455
MH 1 Karusen Janang Hub, -1.962944, 115.087667
MH 1 Kembayan Hub, 0.555981, 110.426226
MH 1 Betung Hub, -2.971591, 104.09383
MH 1 Tanjung Pandan 2 Hub, -2.863863, 108.02143
Badung DC, -8.498968, 115.184826
Sungai Aur Hub, 0.228667, 99.623972
Sosa 2 Hub, 1.041053, 99.934946
Singingi Hilir Hub, -0.191417, 101.424972
Sangatta 3 Hub, 0.51334, 117.590877
Pondok Kelapa Bengkulu Hub, -3.692361, 102.245333
Pondok Kelapa Bengkulu First Mile Hub, -3.692361, 102.245333
Pemulutan Hub, -3.11625, 104.778444
Pemulutan First Mile Hub, -3.11625, 104.778444
Pekalongan Utara Hub, -6.875679, 109.672855
Pekalongan Utara First Mile Hub, -6.875679, 109.672855
Pauh 2 Hub, -0.944664, 100.400018
Palang First Mile Hub, -6.905328, 112.133938
Nengah Bulik Hub, -2.193972, 111.515833
Nanga Mahap Hub, -0.428111, 110.765667
Nalo Tantan Hub, -4.666927, 120.008544
Muara Papalik Hub, -1.266079, 103.105068
Margaasih 4 First Mile Hub, -6.953629, 107.534162
Mare Hub, -4.823361, 120.33925
Legok 6 First Mile Hub, -4.666927, 120.008544
Lawang Hub, -7.83591, 112.697191
Lawang First Mile Hub, -7.83591, 112.697191
Labuan Hub, -6.352417, 105.840639
Kuaro Hub, -1.806266, 116.085489
Koto Besar Hub, -1.266056, 101.702193
Koto Besar First Mile Hub, -1.266056, 101.702193
Kosambi 24 First Mile Hub, -6.091056, 106.691528
Kertosono Hub, -7.601002, 112.098963
Kertosono First Mile Hub, -7.601002, 112.098963
Kelam Permai 3 Hub, -4.666927, 120.008544
Kebon Jeruk 10 Hub, -6.197911, 106.769438
Pustaka Baru Press - Jember, -8.235529, 113.636939
Jemaja Hub, 2.999778, 105.693083
Jelai Hulu 2 Hub, -2.058642, 110.869625
Jatiuwung 4 First Mile Hub, -4.666927, 120.008544
Gedangan 4 First Mile Hub, -7.398314, 112.71688
Entikong Hub, 0.957361, 110.359917
Cikedung Hub, -6.410332, 108.255418
Cidadap Sukabumi Hub, -7.274746, 106.936995
Cakung 6 First Mile Hub, -6.201587, 106.904848
Bungo Hub, -1.326399, 101.764804
Bogor Barat 3 First Mile Hub, -6.579974, 106.761844
Berangin Hub, -0.666384, 100.762341
Bengo 2 Hub, -4.666927, 120.008544
Batuceper 2 First Mile Hub, -6.158333, 106.682722
Bandar 2 Hub, -7.025183, 109.799787
Bandar 2 First Mile Hub, -7.025183, 109.799787
Sei Sungai Kakap Hub, -0.062942, 109.254112
Simpang Kanan Rokan Hilir Hub, 1.857251, 100.291046
Pademangan 4 Hub, -6.133424, 106.8172
Muja Muju First Mile Hub, -6.223898, 106.83124
Denpasar Timur 4 Hub, -8.657861, 115.253444
Sukmajaya 6 First Mile Hub, -6.44696, 106.83636
Silahi Sabungan Hub, 2.801003, 98.528419
Pameungpeuk 2 Hub, -7.644, 107.723917
Lengkong Kota Bandung 2 First Mile Hub, -6.947317, 107.635315
Koto Gasib 2 Hub, 0.663932, 101.801068
Kikim Selatan Hub, -3.750695, 103.25592
Cipondoh 5 First Mile Hub, -6.187414, 106.715561
Cipondoh 4 First Mile Hub, -6.201297, 106.680699
Cengkareng 13 First Mile Hub, -6.144439, 106.764445
Bontang Selatan 2 Hub, 0.116476, 117.480853
Bajubang 2 Hub, -1.849667, 103.28675
Sinaboi (Senaboi) 2 Hub, 2.284278, 100.981361
Sekadau Hilir 3 Hub, -0.000047, 110.918009
Parung Panjang Hub, -6.350974, 106.559492
Pamenang Barat 4 Hub, -2.20554, 102.374812
Kumpeh Hub, -1.53875, 103.8875
Bogor Timur 2 First Mile Hub, -6.614709, 106.836097
Way Jepara Hub, -5.174574, 105.695121
Sengah Temila 3 Hub, 0.371861, 109.566444
Sei Balai Hub, 3.128389, 99.581833
Panai Tengah Hub, 2.450389, 100.224611
Meliau 3 Hub, -0.259042, 110.361341
Lahat 2 Hub, -3.776111, 103.524336
Kota Waingapu 2 Hub, -9.664306, 120.272056
Klapanunggal 2 First Mile Hub, -6.470287, 106.903979
Kademangan Hub, -8.14806, 112.143876
Kademangan First Mile Hub, -8.14806, 112.143876
Batu Hampar Hub, 1.926052, 100.927877
Banjarbaru 2 Hub, -3.460837, 114.833336
Banjarbaru 2 First Mile Hub, -3.460837, 114.833336
Way Halim Hub, -5.396319, 105.277518
Pakuhaji 7 First Mile Hub, -6.067611, 106.63075
Rengat Barat Hub, -0.391951, 102.450622
Muara Muntai Hub, -0.35969, 116.389614
Mendo Barat 2 Hub, -2.135333, 106.0735
Kuala Binjai Barat Hub, 3.528217, 98.399102
Koto Parik Gadang Diateh 2 Hub, -1.349683, 100.968891
Belawa Hub, -3.980711, 119.939431
Air Napal Hub, -3.622346, 102.185908
Toho Hub, 0.399613, 109.205699
Semendawai Timur Hub, -3.965242, 104.786991
Pesisir Selatan Hub, -5.326797, 104.023056
Pemahan Hub, -1.746417, 110.577722
Bathin Viii (Batin Viii) Hub, -2.261444, 102.574833
Cileungsi 2 First Mile Hub, -6.423194, 106.974631
Mampang Prapatan Hub, -6.266939, 106.823951
Tambakboyo First Mile Hub, -6.802669, 111.836585
Sidayu First Mile Hub, -6.961692, 112.55937
Purwokerto Timur First Mile Hub, -7.421644, 109.256489
Purbalingga 2 First Mile Hub, -7.377227, 109.357734
Pandeyan First Mile Hub, -7.816195, 110.381682
Lakarsantri Hub, -7.322136, 112.650539
Kaligondang 2 First Mile Hub, -7.380555, 109.425598
Teluknaga 7 First Mile Hub, -6.064194, 106.638694
Seulimeum 2 Hub, 5.388313, 95.576873
Sei Sungai Kanan 2 Hub, 1.722509, 99.954944
Negara Batin Hub, -4.33125, 104.907333
Merakurak Hub, -6.880489, 111.994352
Merakurak First Mile Hub, -6.880489, 111.994352
Lubuk Linggau Barat Hub, -3.302979, 102.853127
Langke Rembong 4 Hub, -8.608812, 120.470249
Karossa First Mile Hub, -1.806194, 119.401694
Kalirejo Hub, -5.2257, 104.964
Enok Hub, -0.55512, 102.954238
Batui Hub, -1.295194, 122.537639
Balaraja 6 First Mile Hub, -6.219927, 106.41845
Ungaran Timur Hub, -7.133507, 110.42195
Tongkuno Hub, -5.156428, 122.519393
Teramang Jaya Hub, -2.726584, 101.34216
Sampaga Hub, -2.338743, 119.174999
Punggelan Hub, -7.354588, 109.57023
Pulau Besar Hub, -2.785056, 106.211286
Pondok Suguh Hub, -2.850846, 101.433889
Pinang 8 First Mile Hub, -6.213194, 106.682028
Pengandonan Hub, -4.064402, 103.840965
Pemayung 2 Hub, -1.606956, 103.394733
Nanga Tayap 2 Hub, -1.56052, 110.405513
Munte Hub, 3.094082, 98.388317
Muara Lakitan 3 Hub, -2.806389, 103.124222
Makassar 2 Hub, -5.137779, 119.427562
Maba Hub, 0.874417, 128.280194
Lumbok Seminung Hub, -4.935902, 103.943961
Kubu 2 Hub, -0.43958, 109.34269
Kosambi 9 First Mile Hub, -6.095722, 106.676
Kolono Hub, -4.351369, 122.653976
Kendawangan 3 Hub, -2.357805, 110.148308
Katibung 4 Hub, -5.534417, 105.433028
Jaya Hub, 5.0774, 95.356748
Gunung Terang 2 Hub, -4.316844, 105.10295
Gunung Terang 2 First Mile Hub, -4.316844, 105.10295
Geumpang Hub, 4.849137, 96.121829
Datuk Bandar Hub, 2.943722, 99.779722
Datuk Bandar First Mile Hub, 2.943722, 99.779722
Binduriang Hub, -3.464361, 102.683722
Belitang Hulu Hub, 0.445968, 111.215475
Baleendah 5 First Mile Hub, -7.018056, 107.652583
Tukak Sadai Hub, -3.015825, 106.681607
Teluk Keramat 2 Hub, 1.468444, 109.235222
Ranomeeto Hub, -4.058498, 122.432453
Pati 2 Hub, -6.72025, 111.055083
Moro Hub, 0.753011, 103.712329
Lubuk Batu Jaya Hub, -0.386039, 102.143872
Lubuk Barumun Hub, 1.109722, 99.752556
Huristak Hub, 1.455865, 99.843035
Cikupa 4 First Mile Hub, -6.229414, 106.503536
Bagelen First Mile Hub, -7.819141, 109.996033
Abepura 2 Hub, -2.619617, 140.690561
Warungasem Hub, -6.925093, 109.700207
Ulu Musi Hub, -3.758223, 102.794428
Ulee Kareng 3 Hub, 5.555556, 95.359278
Teluk Batang 2 Hub, -6.173567, 106.859884
Tebas 2 Hub, 1.232354, 109.149209
Tanah Siang Selatan Hub, -0.678023, 114.451459
Stabat 2 Hub, -6.173567, 106.859884
Seputih Raman Hub, -4.9655, 105.329833
Selagai Lingga Hub, -5.049528, 104.836861
Sei Bamban Hub, 3.461611, 99.153194
Sebatik Hub, 4.150546, 117.905751
Salak Hub, 2.55237, 98.324502
Rantau Pandan Hub, -6.173567, 106.859884
Petasia 2 Hub, -6.173567, 106.859884
Pematang Sidamanik Hub, 2.805652, 98.818113
Pegajahan Hub, 3.4868, 98.985194
Pangkalan Lampam Hub, -3.20829, 105.096976
Panggungrejo Hub, -6.173567, 106.859884
Palang Hub, -6.905328, 112.133938
Muja Muju Hub, -6.173567, 106.859884
Muara Tami Hub, -2.637701, 140.806481
Muara Batang Gadis Hub, 1.062368, 98.929261
Menggala Hub, -4.493725, 105.232299
Madidir Hub, 1.44311, 125.159676
Madang Suku 2 Hub, -4.020437, 104.498071
Limau 2 Hub, -5.600361, 104.81275
Lembar Hub, -8.705493, 116.086752
Kotawaringin Lama 2 Hub, -2.481924, 111.43258
Kaubun 2 Hub, 1.067528, 117.85375
Karossa Hub, -1.806194, 119.401694
Kadupandak Hub, -7.259352, 107.046975
Jati 4 Hub, -6.909041, 110.799454
Ella Hilir Hub, -0.418306, 112.004556
Cisompet Hub, -7.55335, 107.810757
Cikeusik Hub, -6.730277, 105.881607
Buay Pemaca Hub, -4.611111, 104.139583
Bahodopi 4 Hub, -2.796507, 122.129872
Arjasa Kab. Sumenep Hub, -6.855583, 115.305
Tapos 4 First Mile Hub, -6.4388, 106.8431
Tanjung Priok 11 First Mile Hub, -6.173567, 106.859884
Tambora Jakarta Barat 5 First Mile Hub, -6.173567, 106.859884
Taman Sari 8 First Mile Hub, -6.163991, 106.83701
Taman Sari 10 First Mile Hub, -6.173567, 106.859884
Susukan 2 First Mile Hub, -6.644078, 108.395905
Soreang 3 First Mile Hub, -7.007249, 107.550935
Pinang 9 First Mile Hub, -6.173567, 106.859884
Penjaringan 38 First Mile Hub, -6.136731, 106.762347
Penjaringan 17 First Mile Hub, -6.173567, 106.859884
Penjaringan 16 First Mile Hub, -6.173567, 106.859884
Penjaringan 10 First Mile Hub, -6.173567, 106.859884
Palembang 3 First Mile Hub, -6.173567, 106.859884
Pakuhaji 3 First Mile Hub, -6.06775, 106.623861
Medan Helvetia 9 First Mile Hub, -6.173567, 106.859884
Medan Helvetia 5 First Mile Hub, 3.592806, 98.669472
Kutawaringin First Mile Hub, -6.948062, 107.533424
Kosambi 23 First Mile Hub, -6.173567, 106.859884
Kosambi 19 First Mile Hub, -6.173567, 106.859884
Koja 2 First Mile Hub, -6.130139, 106.9005
Karawaci 5 First Mile Hub, -6.173567, 106.859884
Kalideres 27 First Mile Hub, -6.172827, 106.701737
Kalideres 21 First Mile Hub, -6.121342, 106.706139
Kalideres 11 First Mile Hub, -6.11363, 106.715037
Ciracas 6 First Mile Hub, -6.312919, 106.871237
Ciracas 3 First Mile Hub, -6.173567, 106.859884
Cimanggis 3 First Mile Hub, -6.173567, 106.859884
Cengkareng 30 First Mile Hub, -6.173567, 106.859884
Cengkareng 19 First Mile Hub, -6.173567, 106.859884
Bekasi Timur 7 First Mile Hub, -6.173567, 106.859884
Bekasi Timur 6 First Mile Hub, -6.173567, 106.859884
Bandung Kulon 2 First Mile Hub, -6.933325, 107.571376
Babakan Ciparay 5 First Mile Hub, -6.173567, 106.859884
Andir 2 First Mile Hub, -6.909852, 107.58147
Bakam 2 Hub, -1.962472, 105.859111
Cipatujah Hub, -7.669553, 108.068912
Sukoharjo Wonosobo Hub, -7.409026, 109.797533
Wanasari First Mile Hub, -6.873753, 109.006555
Tewah Hub, -1.021162, 113.724065
Tewah First Mile Hub, -1.044102, 113.722362
Tarogong First Mile Hub, -7.171367, 107.893463
Tahunan First Mile Hub, -6.611319, 110.664881
Soko First Mile Hub, -7.086127, 111.971556
Sengah Temila 2 Hub, 0.395324, 109.740325
Muara Batang Toru Hub, 1.451959, 98.987738
Moyo Hilir Hub, -8.517833, 117.429111
Medan Satria 2 First Mile Hub, -6.231461, 106.987946
Larangan 4 Hub, -7.002404, 108.95409
Cibatu First Mile Hub, -7.106149, 107.988143
Brondong First Mile Hub, -6.882702, 112.266494
Arjasari 2 First Mile Hub, -7.049006, 107.601006
Waru Sidoarjo Hub, -7.352757, 112.770378
Waru Sidoarjo First Mile Hub, -7.352757, 112.770378
Tulungagung 3 First Mile Hub, -8.074051, 111.910495
Tangerang 8 First Mile Hub, -6.157743, 106.681668
Tangerang 6 First Mile Hub, -6.223898, 106.831235
Tanah Abang 7 First Mile Hub, -6.174534, 106.805345
Sukmajaya 7 First Mile Hub, -6.223898, 106.831235
Serpong Utara 3 First Mile Hub, -6.236203, 106.673035
Semampir Hub, -7.222992, 112.762301
Penjaringan 14 Hub, -6.116887, 106.803348
Pejagoan First Mile Hub, -7.675946, 109.631972
Pedurungan 5 Hub, -7.002917, 110.47075
Ngraho First Mile Hub, -7.260378, 111.55055
Mulyorejo 3 Hub, -7.251296, 112.787972
Kuantan Mudik Hub, -0.633175, 101.474276
Kelapa Gading 5 Hub, -6.223898, 106.831235
Geger Bangkalan Hub, -6.988421, 112.929153
Gayungan Hub, -6.223898, 106.831235
Dlanggu Hub, -7.540743, 112.477903
Depok Cirebon First Mile Hub, -6.712614, 108.453289
Cimanggis 4 Hub, -6.374215, 106.863194
Cimanggis 4 First Mile Hub, -6.374215, 106.863194
Bonti Hub, 0.399417, 110.538778
Bekasi Utara 4 Hub, -6.223898, 106.831235
Alian Hub, -7.659681, 109.705835
Alian First Mile Hub, -7.659681, 109.705835
Sawah Besar 8 First Mile Hub, -6.223898, 106.831235
Rungkut 2 First Mile Hub, -7.317798, 112.80269
Penjaringan 30 First Mile Hub, -6.223898, 106.831235
Pecangaan 3 First Mile Hub, -6.713472, 110.716194
Pasar Kemis 3 First Mile Hub, -6.159913, 106.532329
Pancoran Mas 3 First Mile Hub, -6.223898, 106.831235
Pagedangan 5 First Mile Hub, -6.223898, 106.831235
Neglasari 6 First Mile Hub, -6.151394, 106.637302
Mojokerto 3 First Mile Hub, -6.223898, 106.831235
Matraman 5 First Mile Hub, -6.19382, 106.863678
Kedawung 3 First Mile Hub, -6.223898, 106.831235
Kebon Jeruk 18 First Mile Hub, -6.172221, 106.759734
Kebayoran Lama 3 First Mile Hub, -6.259789, 106.759648
Kalideres 24 First Mile Hub, -6.115636, 106.71247
Jebres 3 First Mile Hub, -7.537202, 110.842864
Gubeng 5 First Mile Hub, -6.223898, 106.831235
Gedangan 5 First Mile Hub, -7.395611, 112.721222
Cikarang Utara 3 First Mile Hub, -6.223898, 106.831235
Bogor Selatan 9 First Mile Hub, -6.626425, 106.7791
Benda 6 First Mile Hub, -6.101417, 106.685139
Bekasi Utara 4 First Mile Hub, -6.223898, 106.831235
Bantargebang 3 First Mile Hub, -6.321667, 106.983639
Arjawinangun 4 First Mile Hub, -6.663278, 108.416972
Tarumajaya 2 First Mile Hub, -6.15324, 106.990731
Tanah Sareal 2 First Mile Hub, -6.558403, 106.778092
Sawah Besar 4 First Mile Hub, -6.223898, 106.831235
Sidoarjo 5 First Mile Hub, -7.444309, 112.694767
Pedurungan 5 First Mile Hub, -7.002917, 110.47075
Pakuhaji 5 First Mile Hub, -6.067556, 106.630944
Medan Area First Mile Hub, 3.573019, 98.698411
Kemayoran 3 First Mile Hub, -6.166516, 106.850098
Karawaci 3 First Mile Hub, -6.191383, 106.620505
Jatinegara Jakarta Timur 4 First Mile Hub, -6.236276, 106.877971
Grogol Petamburan 5 First Mile Hub, -6.184595, 106.78624
Cikarang Barat 2 First Mile Hub, -6.283119, 107.086613
Cimahi Tengah First Mile Hub, -6.87107, 107.544521
Cakung 7 First Mile Hub, -6.177, 106.937722
Gambir 7 First Mile Hub, -6.223898, 106.831235
Dlanggu First Mile Hub, -7.540743, 112.477903
Cengkareng 10 First Mile Hub, -6.148851, 106.762548
Tandes 2 First Mile Hub, -7.254714, 112.668443
Semampir First Mile Hub, -7.222992, 112.762301
Mulyorejo 3 First Mile Hub, -7.251296, 112.787972
Jambangan First Mile Hub, -7.333729, 112.708515
Sawah Besar 5 First Mile Hub, -6.223898, 106.831235
Bokat Hub, 1.061148, 121.563924
Serengan 2 First Mile Hub, -7.589357, 110.821998
Bagor First Mile Hub, -7.585978, 111.882345
Kunduran First Mile Hub, -7.048466, 111.255702
Paiton First Mile Hub, -7.750138, 113.499853
Setu Kota Tangerang Selatan First Mile Hub, -6.342112, 106.687069
Bogor Utara 2 First Mile Hub, -6.547069, 106.824916
Srono First Mile Hub, -8.410246, 114.281147
Sentolo 2 First Mile Hub, -7.846063, 110.222833
Kemiri First Mile Hub, -7.674833, 109.909083
Godean First Mile Hub, -7.767659, 110.293636
Setu Kota Tangerang Selatan 5 First Mile Hub, -6.3342, 106.686846
Candisari First Mile Hub, -7.009421, 110.432394
Kedungwuni 4 First Mile Hub, -6.9522, 109.6392
Cipondoh 6 First Mile Hub, -6.195532, 106.684286
Alalak First Mile Hub, -3.275435, 114.596316
Teluknaga 5 First Mile Hub, -6.064273, 106.639139
Parung 2 First Mile Hub, -6.440583, 106.697639
Panongan 4 First Mile Hub, -6.302129, 106.526207
Pakuhaji 4 First Mile Hub, -6.064556, 106.628833
Cengkareng 15 First Mile Hub, -6.153219, 106.739417
Kosambi 14 First Mile Hub, -6.075288, 106.694865
Cikatomas First Mile Hub, -7.616619, 108.260384
Banjarmasin Barat First Mile Hub, -3.313706, 114.567305
Welahan First Mile Hub, -6.754107, 110.724806
Lubuk Begalung 3 First Mile Hub, -0.955746, 100.381646
Popayato First Mile Hub, 0.506246, 121.450293
Serengan 2 Hub, -7.589357, 110.821998
Candisari Hub, -7.009421, 110.432394
Serpong Utara Hub, -6.237425, 106.64545
Cibitung 4 Hub, -6.305262, 107.066508
Bagor Hub, -7.585978, 111.882345
Kunduran Hub, -7.048466, 111.255702
Sepauk 3 Hub, -0.01555, 111.285763
Sitiung Hub, -1.033917, 101.678889
Pubian 3 Hub, -5.088083, 104.888111
Kerinci Kanan Hub, 0.539062, 101.824668
Jayaloka Hub, -3.374528, 103.196417
Lengkong Hub, -7.129361, 106.707972
Gunung Agung Hub, -4.298694, 105.068308
Gunung Sahilan Hub, 0.087139, 101.290833
Rawa Jitu Selatan Hub, -4.212082, 105.690406
Bayung Lencir 3 Hub, -1.949353, 103.657446
Sembawa Hub, -2.921062, 104.535637
Wanasaba Hub, -8.574971, 116.559122
Bahodopi 2 Hub, -2.896028, 122.195083
Lubuk Begalung 3 Hub, -0.955746, 100.381646
Welahan Hub, -6.754107, 110.724806
Popayato Hub, 0.506246, 121.450293
Bagelen Hub, -7.819141, 109.996033
Wonocolo 3 First Mile Hub, -6.223898, 106.83123
Wlingi Hub, -8.083685, 112.336031
Wlingi First Mile Hub, -8.083685, 112.336031
Way Sulan Hub, -5.467219, 105.541807
Way Serdang Hub, -4.088935, 105.180395
Wawotobi Hub, -3.875722, 122.100389
Wanaraya Hub, -3.009254, 114.628685
VII Koto Hub, -1.150778, 102.057722
Ujan Mas Hub, -3.556882, 103.770607
Tosari Hub, -7.890471, 112.90363
Tosari First Mile Hub, -6.223898, 106.83123
Tigaraksa 4 First Mile Hub, -6.294004, 106.472851
Tibawa 2 Hub, 0.654444, 122.856639
Tempunak Hub, -0.0335, 111.348972
Teluknaga 4 First Mile Hub, -6.063222, 106.639806
Tanjung Priok 14 First Mile Hub, -6.223898, 106.83123
Tanjung Priok 12 First Mile Hub, -6.223898, 106.83123
Tandes 3 First Mile Hub, -7.2725, 112.6451
Tambora Jakarta Barat 3 First Mile Hub, -6.223898, 106.83123
Taman Sari 7 First Mile Hub, -6.151311, 106.822158
Taman Sari 5 First Mile Hub, -6.147309, 106.821398
Talamau Hub, 0.150083, 99.92725
Takisung Hub, -3.884734, 114.649767
Tabir Timur Hub, -6.223898, 106.83123
Sungai Lilin 3 Hub, -2.514222, 104.038639
Sumbul Hub, 2.743484, 98.416209
Sukmajaya 5 First Mile Hub, -6.405301, 106.849067
Sipoholon Hub, 2.111, 98.96075
Sipatana 2 Hub, 0.577872, 123.06578
Singkep 2 Hub, -0.499738, 104.56075
Singkawang Utara Hub, 0.940291, 109.010779
Simpang Dua Hub, -0.782146, 110.380387
Buduran Hub, -7.423889, 112.72335
Sekarbela Hub, -8.594194, 116.076333
Sekadau Hulu Hub, -0.144722, 110.870667
Sebangau 2 Hub, -6.223898, 106.83123
Sayung 3 Hub, -6.223898, 106.83123
Sampanahan Hub, -2.652639, 116.187528
Rumbia 2 Hub, -5.500806, 119.8525
Reok Hub, -8.307278, 120.488194
Pulau Laut Timur Hub, -3.380352, 116.238584
Plakat Tinggi (Pelakat Tinggi) 2 Hub, -2.874306, 103.526278
Penjaringan 44 First Mile Hub, -6.223898, 106.83123
Penjaringan 41 First Mile Hub, -6.223898, 106.83123
Penjaringan 35 First Mile Hub, -6.223898, 106.83123
Penjaringan 32 First Mile Hub, -6.223898, 106.83123
Penjaringan 24 First Mile Hub, -6.136471, 106.799856
Penjaringan 23 First Mile Hub, -6.223898, 106.83123
Penjaringan 19 First Mile Hub, -6.223898, 106.83123
Penjaringan 18 First Mile Hub, -6.13275, 106.748639
Penjaringan 15 First Mile Hub, -6.107447, 106.722575
Pekanbaru 3 First Mile Hub, -6.223898, 106.83123
Pekalongan Barat 2 First Mile Hub, -6.898986, 109.668163
Pejagoan Hub, -7.675946, 109.631972
Pasar Rebo 3 First Mile Hub, -6.345563, 106.868063
Parang Hub, -7.748754, 111.34065
Pangaribuan Hub, 2.005271, 99.14517
Pamona Selatan Hub, -2.079514, 120.685025
Pagelaran Kab. Cianjur Hub, -7.21501, 107.136983
Pagelaran Kab. Cianjur First Mile Hub, -7.21501, 107.136983
Muara Tabir Hub, -1.687783, 102.53462
Muara Tabir First Mile Hub, -1.687783, 102.53462
Mori Atas Hub, -1.99924, 120.981497
Mojo Hub, -7.91881, 111.959856
Mojo First Mile Hub, -7.91881, 111.959856
Mersam 2 Hub, -1.64301, 102.93089
Merapi Timur Hub, -3.675601, 103.698506
Mentebah Hub, 0.545972, 112.79825
Melonguane Hub, 3.996682, 126.678148
Medan Selayang 2 Hub, 3.555391, 98.633194
Medan 4 First Mile Hub, -6.223898, 106.83123
Maronge Hub, -8.6696, 117.699007
Maniang Pajo Hub, -3.94857, 120.071459
Mandolang Hub, 1.459889, 124.799053
Mandastana 2 Hub, -3.182556, 114.653444
Makasar 2 First Mile Hub, -6.243833, 106.877917
Loa Janan Ilir Hub, -0.558542, 117.086186
Lawang Wetan Hub, -2.793722, 103.701611
Lalan 2 Hub, -2.328222, 104.462917
Kosambi 15 First Mile Hub, -6.073477, 106.660936
Kosambi 10 First Mile Hub, -6.081635, 106.681217
Kokop Hub, -6.888799, 113.0335
Koja 4 First Mile Hub, -6.223898, 106.83123
Kerjo Hub, -7.536692, 111.051542
Kerjo First Mile Hub, -7.536692, 111.051542
